***small example from ESPaDOnS LibreEsprit format
  47824 5
  590.5546  9.1114e-01 -8.1007e-04 -3.2501e-04  9.1244e-04  7.9780e-04
  590.5584  9.0529e-01  1.0410e-03 -1.3109e-03 -4.6097e-04  7.7067e-04
  590.5623  8.9132e-01  6.6269e-04 -7.2229e-04  3.9652e-04  7.8114e-04
  590.5662  8.8465e-01 -1.3822e-03 -2.7298e-04  1.2321e-04  7.8637e-04
  590.5699  8.8864e-01 -3.2314e-04 -4.5604e-04 -4.0265e-04  7.6885e-04
  590.5739  8.9855e-01  6.6534e-04 -1.1584e-03  2.8088e-04  7.7528e-04
  590.5776  9.0959e-01 -1.9151e-03  4.0005e-04 -3.2940e-04  7.9948e-04
  590.5814  9.0795e-01  6.5414e-04  1.2603e-03  1.7558e-04  7.8665e-04
  590.5853  8.8448e-01  1.7805e-04 -6.6914e-04  3.6451e-04  7.6018e-04
  590.5891  8.2012e-01  1.2049e-03 -4.6105e-04  4.8986e-04  7.5651e-04
  590.5930  6.9966e-01 -7.3050e-04 -7.8654e-04  8.6227e-04  7.0163e-04
  590.5969  5.6962e-01  8.3897e-04 -5.9122e-04 -1.6407e-04  6.1615e-04
  590.6006  5.3914e-01  9.8514e-04 -2.8215e-04  7.1817e-04  6.2498e-04
  590.6046  6.4366e-01  7.7435e-04 -1.4913e-03  3.8883e-04  6.6910e-04
  590.6083  7.8096e-01  4.6879e-04  1.1743e-03  2.9394e-04  7.1048e-04
  590.6121  8.6784e-01  8.6515e-04  1.4898e-03 -6.2923e-04  7.6830e-04
  590.6160  9.0758e-01  2.0865e-04 -1.0705e-03 -8.4105e-04  7.9258e-04
  590.6198  9.2237e-01 -3.0143e-04  6.4814e-05 -5.2140e-04  7.8152e-04
  590.6237  9.3130e-01 -9.6437e-04  8.6753e-04 -7.7951e-04  7.8656e-04
  590.6276  9.3548e-01  2.0366e-03  1.0789e-03  4.7672e-05  8.0645e-04
  590.6313  9.3604e-01 -1.9953e-03  4.7773e-04 -7.8960e-04  7.9528e-04
  590.6353  9.4089e-01  6.6197e-04 -1.8087e-04  2.3447e-04  7.8319e-04
  590.6389  9.3958e-01  2.0185e-04 -1.5747e-03 -4.4163e-04  8.0677e-04
  590.6428  9.4100e-01  3.9917e-04  9.9355e-04  7.5095e-05  8.0487e-04
  590.6467  9.3774e-01  2.5553e-04 -9.2758e-04  1.0966e-03  7.7705e-04
  590.6505  9.3118e-01  2.1092e-04  1.2744e-03 -3.9368e-04  8.0084e-04
  590.6544  9.2794e-01 -2.8662e-04 -2.8485e-04 -4.3325e-04  8.0309e-04
  590.6581  9.2535e-01  1.9212e-04  6.6309e-04  1.2035e-03  7.7333e-04
  590.6619  9.2320e-01  3.8146e-04  3.5330e-04  1.0713e-04  7.9069e-04
  590.6660  9.2737e-01  3.1077e-04  9.3460e-04 -8.4192e-05  8.0100e-04
  590.6697  9.3113e-01 -1.9770e-04  7.2582e-04 -9.7745e-05  7.8088e-04
  590.6735  9.2626e-01  1.6714e-04 -9.7952e-05  8.3027e-04  7.8222e-04
  590.6774  9.1499e-01 -3.4560e-04 -7.3521e-04  1.6025e-03  7.9519e-04
  590.6812  9.0534e-01 -6.6504e-04 -9.5579e-04 -1.8197e-03  7.8009e-04
  590.6851  9.0747e-01  1.1496e-03 -7.1416e-04  4.8407e-05  7.6497e-04
  590.6890  9.2051e-01  1.2527e-03 -8.8865e-05  9.5884e-04  7.9763e-04
  590.6926  9.3157e-01 -2.1966e-04  1.3869e-03  9.1832e-04  7.9684e-04
  590.6965  9.3815e-01  4.8233e-04  1.1985e-03  5.9794e-04  7.7695e-04
  590.7003  9.3155e-01 -6.0687e-04  7.5497e-04  9.6851e-04  7.9697e-04
  590.7042  9.2459e-01 -8.4188e-05  1.9879e-04 -1.4439e-05  7.9886e-04
  590.7081  8.8979e-01 -2.5432e-04 -9.8753e-04  1.2704e-03  7.5807e-04
  590.7119  8.3984e-01 -1.8021e-05  1.6201e-04 -1.0728e-03  7.5393e-04
  590.7158  8.1230e-01  5.5680e-04  5.3761e-04 -6.9465e-04  7.5076e-04
  590.7195  8.3276e-01  8.2189e-05  2.5773e-04 -1.1902e-03  7.3841e-04
  590.7233  8.7942e-01  7.4621e-04 -8.0666e-04 -7.1084e-05  7.5917e-04
  590.7271  9.1213e-01  1.3187e-03 -4.0285e-04  4.2593e-04  7.9174e-04
  590.7310  9.2111e-01  2.1632e-04  5.2325e-04 -6.8473e-04  7.8334e-04
  590.7349  9.2145e-01  1.0504e-03 -3.5639e-04  8.9523e-06  7.6937e-04
  590.7386  9.2387e-01 -4.7454e-04 -4.9591e-05  1.5069e-04  7.9622e-04
  590.7426  9.3256e-01 -3.0640e-04 -2.4327e-03 -1.6799e-03  7.9667e-04
  590.7463  9.3715e-01 -3.4494e-05  1.7564e-04  7.3625e-04  7.7253e-04
  590.7501  9.3544e-01  3.9598e-04  8.6115e-04  7.8662e-04  7.9701e-04
  590.7540  9.2941e-01  5.9763e-04 -6.0999e-04  5.8579e-04  7.9770e-04
  590.7578  9.2036e-01 -1.6370e-04  9.6163e-04 -2.5332e-04  7.6645e-04
  590.7617  9.0957e-01 -6.4024e-04  9.8585e-04 -1.1722e-03  7.8178e-04
  590.7654  9.0949e-01  8.8087e-04  5.8038e-04 -4.3568e-04  7.8738e-04
  590.7692  9.1536e-01 -1.7738e-04 -1.4728e-03 -1.5494e-03  7.7039e-04
  590.7731  9.1789e-01 -4.2532e-04 -1.4692e-04  4.0747e-04  7.7488e-04
  590.7769  9.2520e-01 -6.3291e-04  1.0547e-03  1.1154e-03  7.9485e-04
  590.7808  9.2544e-01  3.9864e-04  1.7099e-05 -7.7618e-04  7.8369e-04
  590.7847  9.2535e-01 -3.8683e-04 -8.6647e-04  6.5357e-04  7.6999e-04
  590.7885  9.3119e-01 -5.1997e-04  4.7009e-05 -1.5730e-03  7.9612e-04
  590.7922  9.3109e-01  8.6030e-04 -5.8550e-06 -5.8828e-06  7.9337e-04
  590.7960  9.3415e-01  4.6653e-04 -4.6190e-04 -1.3344e-03  7.6907e-04
  590.7999  9.3136e-01 -9.5317e-04  9.2698e-05 -7.1798e-04  7.9233e-04
  590.8037  9.3367e-01  6.9523e-04 -2.0411e-03 -4.0771e-04  7.9603e-04
  590.8076  9.2327e-01  6.8238e-06  5.6081e-04 -4.6850e-04  7.6575e-04
  590.8115  8.9619e-01  7.9584e-05 -8.1147e-04 -4.0206e-04  7.7129e-04
  590.8151  8.5166e-01  3.1791e-04  3.7127e-04 -6.3379e-04  7.6208e-04
  590.8190  8.2037e-01 -1.8881e-04 -2.8146e-04 -3.1740e-04  7.3018e-04
  590.8228  8.4818e-01 -9.0391e-04  6.8952e-04  2.9787e-04  7.4370e-04
  590.8267  8.9721e-01  4.7432e-05 -4.8726e-04  8.9307e-06  7.8044e-04
  590.8306  9.2348e-01 -4.8524e-04 -7.7035e-04 -1.7747e-03  7.7905e-04
  590.8344  9.3156e-01 -4.9255e-04  4.9985e-04  9.9768e-05  7.6587e-04
  590.8381  9.3587e-01  6.1448e-04 -1.3506e-03  8.0937e-04  7.9587e-04
  590.8419  9.3861e-01 -2.8390e-04 -1.1896e-04 -1.7643e-03  7.9051e-04
  590.8458  9.3627e-01 -8.7737e-04 -9.1019e-04 -5.0669e-04  7.6741e-04
  590.8496  9.2560e-01  1.7221e-04 -3.0083e-04 -2.1397e-04  7.8703e-04
  590.8535  9.0964e-01  1.2367e-03 -5.1054e-04  1.9977e-03  7.8457e-04
  590.8574  9.0216e-01  2.1509e-07 -9.4635e-04 -2.2316e-04  7.5584e-04
  590.8610  9.1355e-01 -7.5339e-04 -1.0133e-03 -1.0209e-03  7.7749e-04
  590.8649  9.2953e-01  1.5860e-03  5.9577e-04 -8.5440e-04  7.9072e-04
  590.8687  9.3235e-01 -4.1470e-04  1.3085e-04  7.1012e-04  7.7422e-04
  590.8726  9.2937e-01 -9.3059e-04  2.3348e-04  1.1384e-03  7.7399e-04
  590.8765  9.2641e-01 -1.1396e-04 -7.4347e-04  1.1131e-03  7.9243e-04
  590.8802  9.3259e-01 -4.7559e-04 -6.5118e-04  8.0705e-05  7.8125e-04
  590.8840  9.4029e-01 -7.8347e-04  4.1467e-04 -3.0804e-04  7.7004e-04
  590.8878  9.4414e-01  2.7983e-04  7.6641e-04  1.2840e-03  7.9574e-04
  590.8917  9.4296e-01  9.5664e-04 -6.6596e-04  3.8333e-04  7.9278e-04
  590.8956  9.4085e-01 -2.2616e-04  2.7695e-04 -8.4947e-04  7.6648e-04
  590.8994  9.4282e-01 -5.9488e-04 -3.0395e-04  3.8922e-04  7.9324e-04
  590.9031  9.4061e-01 -4.0266e-04  2.0095e-04  2.8725e-04  7.9562e-04
  590.9069  9.4017e-01 -2.3682e-03 -2.7181e-04  8.7624e-04  7.6705e-04
  590.9108  9.3963e-01 -8.3588e-04 -2.2436e-04  1.9390e-03  7.8644e-04
  590.9146  9.3650e-01  2.4844e-04 -1.5176e-03  6.7900e-04  7.9180e-04
  590.9185  9.3374e-01  9.7386e-05  4.0043e-04 -7.7157e-04  7.7011e-04
  590.9222  9.3054e-01  5.3814e-04 -4.8862e-04  2.3384e-04  7.7276e-04
  590.9260  9.2124e-01  7.5391e-04  9.2853e-04 -2.1351e-04  7.8517e-04
  590.9298  8.9670e-01  1.1006e-03 -3.2861e-04  1.6069e-04  7.6546e-04
  590.9337  8.6227e-01 -1.2030e-03 -4.0524e-04  1.4853e-05  7.3699e-04
  590.9376  8.6067e-01 -3.8246e-04 -4.7299e-04  4.2650e-04  7.6193e-04
  590.9413  8.9226e-01  4.7759e-04  1.1933e-04  6.4894e-04  7.6811e-04
  590.9453  9.1645e-01 -8.9129e-05 -1.9101e-04 -3.8292e-04  7.5643e-04
  590.9489  9.2960e-01 -1.2244e-04  1.3210e-03 -8.1988e-04  7.8525e-04
  590.9528  9.3192e-01  1.0710e-03 -4.8442e-04  2.4549e-03  7.8962e-04
  590.9567  9.3845e-01 -9.1060e-04 -7.3224e-04  4.3308e-04  7.6643e-04
  590.9604  9.4434e-01 -1.5605e-04 -1.8846e-04 -3.5229e-04  7.8572e-04
  590.9644  9.4572e-01 -6.5391e-04 -1.2231e-03 -4.1551e-04  7.9374e-04
  590.9680  9.4559e-01  2.1435e-04  2.8572e-04  2.9462e-04  7.7587e-04
  590.9719  9.4339e-01  3.3102e-04 -3.6581e-04 -2.3420e-05  7.7505e-04
  590.9758  9.4075e-01  1.6625e-03  2.9199e-04 -1.7456e-04  7.9466e-04
  590.9796  9.3688e-01  1.2582e-03 -1.2590e-03 -1.2050e-03  7.8054e-04
  590.9833  9.3604e-01 -9.2813e-04 -1.8588e-04  1.1332e-03  7.6458e-04
  590.9871  9.3884e-01  1.5270e-03 -7.1234e-04 -1.0402e-03  7.9150e-04
  590.9910  9.4344e-01 -1.5168e-03 -1.0868e-03 -9.9015e-04  7.8959e-04
  590.9948  9.4579e-01 -1.4853e-03  2.7029e-04 -4.5422e-04  7.6388e-04
  590.9987  9.4079e-01 -7.4758e-04  3.5970e-04  1.3254e-03  7.8778e-04
  591.0024  9.4125e-01  1.0079e-03  9.8559e-04  4.2064e-04  7.9113e-04
  591.0062  9.3713e-01 -1.6035e-03 -3.7934e-04  8.6012e-05  7.6139e-04
  591.0100  9.3241e-01 -9.8187e-04  7.2626e-04  7.3441e-04  7.8008e-04
  591.0139  9.1630e-01 -2.3797e-04 -1.9551e-03 -2.9111e-05  7.7999e-04
  591.0178  8.8841e-01  6.8215e-04  5.0949e-04  7.1895e-04  7.5029e-04
  591.0215  8.2365e-01 -8.7492e-04  6.0380e-04 -5.5528e-04  7.2531e-04
  591.0253  7.2213e-01  6.8076e-04 -5.6382e-04 -1.7002e-03  6.9891e-04
  591.0291  6.5068e-01 -6.1847e-04  1.5409e-04 -2.2262e-04  6.5825e-04
  591.0330  6.8839e-01 -1.8399e-04 -2.0910e-03 -2.5172e-04  6.5958e-04
  591.0369  7.9088e-01 -8.6739e-06  9.3148e-04 -1.5966e-03  7.2472e-04
  591.0405  8.6876e-01 -3.4353e-04  4.4039e-04  1.9579e-04  7.5395e-04
  591.0444  9.0607e-01 -3.1622e-05 -1.1724e-03 -4.3709e-04  7.4769e-04
  591.0482  9.0844e-01  1.2730e-03 -2.7152e-04 -4.6097e-04  7.7172e-04
  591.0521  8.9873e-01 -2.6420e-04 -2.1085e-03  6.1759e-04  7.7176e-04
  591.0558  8.9226e-01  8.5840e-04 -2.6009e-04  6.3461e-04  7.4287e-04
  591.0598  9.0533e-01  2.4255e-04 -8.5351e-04  5.2216e-04  7.6638e-04
  591.0634  9.1669e-01 -5.7689e-04  1.8022e-04 -1.6904e-03  7.7892e-04
  591.0673  9.1785e-01 -1.9579e-04 -1.5871e-03 -1.8823e-03  7.5978e-04
  591.0712  9.2734e-01 -1.5683e-03  2.6911e-04 -9.0621e-04  7.6678e-04
  591.0750  9.3498e-01 -2.4092e-04 -1.1656e-03 -7.0771e-04  7.8825e-04
  591.0787  9.3693e-01 -5.4618e-04  1.8438e-03 -7.1822e-05  7.7596e-04
  591.0825  9.3105e-01 -7.1257e-04  5.4386e-04  2.2216e-03  7.5787e-04
  591.0864  9.2808e-01 -2.9582e-04  1.2038e-03  1.2490e-03  7.8301e-04
  591.0902  9.3005e-01  1.0584e-03 -1.8695e-03 -7.6025e-04  7.7635e-04
  591.0941  9.2855e-01 -1.6211e-04 -1.1502e-03 -5.7074e-04  7.5467e-04
  591.0978  9.1697e-01  5.7549e-05  1.9563e-04  1.4285e-03  7.7271e-04
  591.1016  9.1127e-01  1.0745e-03  3.3544e-04  7.0030e-04  7.7372e-04
  591.1055  9.0442e-01  1.1071e-04 -4.2372e-04  2.9176e-04  7.4607e-04
  591.1093  8.8284e-01  7.8420e-04  1.3996e-03 -2.3294e-04  7.5484e-04
  591.1130  8.7176e-01 -5.4702e-04 -4.2499e-04 -9.3114e-04  7.5879e-04
  591.1168  8.9253e-01 -9.9333e-05  3.9365e-05  7.5542e-04  7.4739e-04
  591.1207  9.1899e-01 -8.2446e-05  1.1715e-03 -1.3283e-03  7.5919e-04
  591.1245  9.3157e-01 -5.1960e-04 -2.0795e-05  1.3885e-03  7.8368e-04
  591.1284  9.3378e-01 -1.1490e-03  8.4734e-04 -1.0714e-03  7.7122e-04
  591.1321  9.3975e-01 -5.5093e-05 -5.9241e-04 -1.0301e-03  7.5986e-04
  591.1359  9.4163e-01  6.5190e-04  1.2146e-03 -1.6244e-03  7.8409e-04
  591.1397  9.4533e-01 -9.0395e-04 -7.6117e-04  3.6729e-04  7.8329e-04
  591.1436  9.4470e-01 -1.2773e-03  1.3746e-03 -9.0163e-04  7.5687e-04
  591.1473  9.4156e-01 -3.8192e-05 -1.0676e-03 -5.7723e-04  7.8082e-04
  591.1511  9.4394e-01 -1.6613e-03 -3.0985e-03  4.5321e-04  7.8558e-04
  591.1550  9.3981e-01 -4.4098e-04  1.9855e-03 -3.2672e-04  7.5552e-04
  591.1588  9.4230e-01 -1.3740e-04  6.5707e-04 -5.3151e-04  7.7565e-04
  591.1627  9.4376e-01  8.4690e-04  1.9757e-04  1.2925e-04  7.8379e-04
  591.1663  9.4741e-01  6.3498e-04 -2.5455e-04  1.0511e-03  7.6417e-04
  591.1702  9.4747e-01 -6.6558e-04 -3.3218e-04  1.0175e-04  7.6901e-04
  591.1740  9.4321e-01 -4.9440e-04  1.3366e-03 -1.3945e-04  7.8393e-04
  591.1779  9.3890e-01 -6.1050e-04 -8.2850e-04 -8.2200e-04  7.7145e-04
  591.1816  9.3515e-01 -2.3316e-04 -1.2187e-03 -3.6097e-04  7.5506e-04
  591.1854  9.3561e-01 -8.7851e-04  5.2558e-04 -4.9204e-04  7.8114e-04
  591.1892  9.4033e-01  1.3993e-04  1.1465e-03  2.6447e-04  7.7745e-04
  591.1931  9.4599e-01  8.7834e-04 -4.2757e-04 -4.6544e-04  7.5787e-04
  591.1970  9.5136e-01  1.8981e-04  4.9728e-04 -6.0934e-05  7.8244e-04
  591.2006  9.5150e-01 -1.0004e-03  4.0970e-04 -4.8578e-04  7.8596e-04
  591.2045  9.4841e-01  1.3260e-04 -3.2253e-04 -7.7854e-04  7.5964e-04
  591.2083  9.4942e-01  2.0464e-04  4.7478e-04  5.0253e-04  7.7672e-04
  591.2122  9.4303e-01  7.2779e-04 -4.4510e-04  1.9888e-03  7.8198e-04
  591.2158  9.4290e-01  7.1232e-04  4.1060e-04 -1.3357e-03  7.6302e-04
  591.2197  9.3655e-01  2.4282e-04 -1.3263e-04  8.3113e-05  7.6101e-04
  591.2235  9.3215e-01 -4.1539e-04 -5.8061e-06 -1.3489e-03  7.7999e-04
  591.2274  9.3449e-01  2.9478e-04 -2.0338e-04 -2.1302e-04  7.6812e-04
  591.2311  9.3042e-01  3.7507e-04 -3.4951e-04  4.5519e-04  7.5282e-04
  591.2349  9.1757e-01  2.3916e-04  1.0767e-03 -1.1543e-03  7.7124e-04
  591.2387  9.0290e-01  1.5176e-05  7.3589e-04  4.7947e-04  7.6379e-04
  591.2426  8.9355e-01  2.5169e-04 -5.5558e-04  6.6729e-05  7.3377e-04
  591.2463  9.0909e-01 -2.6496e-04  5.4927e-04  8.7821e-04  7.6596e-04
  591.2501  9.2903e-01  1.7808e-03 -6.2391e-04 -8.7458e-04  7.7546e-04
  591.2540  9.4237e-01  4.7170e-04  1.1609e-04  5.9244e-04  7.5341e-04
  591.2578  9.4605e-01  1.0477e-03  1.0128e-03  3.2035e-04  7.7447e-04
  591.2617  9.4665e-01  1.7243e-03  3.7914e-04 -8.0239e-04  7.8049e-04
  591.2653  9.4520e-01 -7.5616e-04 -1.3991e-04  3.0027e-05  7.6124e-04
  591.2692  9.4347e-01  8.7550e-05  5.0478e-04 -4.8168e-05  7.6361e-04
  591.2730  9.4389e-01  2.5204e-04 -1.3221e-05 -3.3301e-04  7.8067e-04
  591.2769  9.4078e-01  1.2217e-04 -1.2736e-04  1.5270e-03  7.6801e-04
  591.2805  9.3946e-01 -7.6208e-04 -8.4504e-04 -1.3925e-03  7.5456e-04
  591.2844  9.3952e-01  8.2119e-04  1.2906e-03  7.7087e-04  7.7925e-04
  591.2883  9.3214e-01 -1.1266e-04 -9.4578e-04 -9.9742e-04  7.7268e-04
  591.2921  9.2936e-01 -1.2447e-03 -6.7228e-04  1.9467e-04  7.4795e-04
  591.2958  9.2602e-01 -5.9583e-04  3.7090e-05  1.0361e-03  7.6917e-04
  591.2996  9.1687e-01 -2.4378e-04 -7.2942e-04 -1.3031e-03  7.6727e-04
  591.3035  9.1326e-01  3.4819e-04  8.9536e-05  5.0651e-04  7.4171e-04
  591.3073  9.1772e-01  9.5331e-04 -6.3922e-05  5.7940e-04  7.6030e-04
  591.3110  9.2952e-01  7.2906e-05 -5.7722e-04  7.7921e-04  7.7256e-04
  591.3148  9.3853e-01 -2.9359e-04 -1.2978e-03  7.9548e-04  7.5758e-04
  591.3187  9.4085e-01 -4.9780e-04  4.1155e-04  1.6548e-03  7.5985e-04
  591.3224  9.3828e-01  4.2501e-04 -2.1896e-03 -7.1953e-04  7.7787e-04
  591.3262  9.2857e-01 -6.3371e-04 -1.1552e-04 -1.0069e-04  7.6139e-04
  591.3300  9.0285e-01 -6.4036e-04  7.0023e-04 -1.1630e-03  7.3655e-04
  591.3339  8.7226e-01 -9.6409e-04 -7.5447e-04  4.6549e-04  7.5135e-04
  591.3376  8.7396e-01  3.1067e-04 -3.7408e-04  2.5502e-04  7.4600e-04
  591.3414  9.0884e-01 -7.0892e-04  1.4382e-03  3.1966e-04  7.3617e-04
  591.3452  9.2796e-01 -6.8800e-04 -5.8024e-04  9.8448e-04  7.6779e-04
  591.3491  9.3562e-01  4.0815e-04 -4.5344e-04 -7.0926e-04  7.7488e-04
  591.3528  9.3976e-01  2.8139e-04  4.2009e-04  2.4242e-04  7.5045e-04
  591.3566  9.4161e-01 -7.0258e-04 -5.2994e-04  1.3627e-03  7.6927e-04
  591.3604  9.4016e-01 -1.3813e-04  5.3346e-04  5.5881e-04  7.7463e-04
  591.3643  9.3981e-01  2.2295e-04  2.8230e-04 -7.2082e-04  7.5657e-04
  591.3680  9.4038e-01 -6.1343e-04 -7.7700e-04 -6.2641e-05  7.5927e-04
  591.3718  9.4211e-01  5.0635e-04 -1.7843e-03 -7.4148e-04  7.7755e-04
  591.3756  9.4610e-01  3.0301e-04 -1.2390e-03  1.4718e-05  7.6624e-04
  591.3795  9.4475e-01  9.6790e-05 -3.4999e-05  1.6376e-03  7.5196e-04
  591.3832  9.4663e-01 -1.1264e-03  7.4291e-04  3.5223e-04  7.7739e-04
  591.3870  9.4298e-01  4.7700e-04 -3.9597e-04 -2.9467e-04  7.7276e-04
  591.3909  9.4111e-01  2.7753e-04 -1.8355e-04 -4.5961e-04  7.4742e-04
  591.3947  9.3145e-01 -1.6006e-04 -1.4274e-03  1.3764e-03  7.6764e-04
  591.3984  9.2268e-01  1.2313e-03 -4.1436e-04 -5.5797e-05  7.6735e-04
  591.4022  9.1269e-01  1.0531e-04  3.3330e-04 -1.4975e-03  7.3718e-04
  591.4061  9.0979e-01  1.3994e-04 -1.2141e-03 -2.7290e-04  7.5450e-04
  591.4099  9.1780e-01 -3.3317e-04  1.0575e-03 -1.0848e-03  7.6578e-04
  591.4136  9.1854e-01  7.3513e-04 -1.4358e-03  3.0950e-04  7.4682e-04
  591.4174  9.1845e-01 -1.2892e-03 -1.0624e-03  1.6200e-03  7.4869e-04
  591.4213  9.0647e-01 -1.3328e-03 -1.4409e-03  9.1639e-04  7.6135e-04
  591.4250  8.9285e-01 -9.7656e-04 -8.2495e-04  7.9745e-04  7.4330e-04
  591.4288  8.5582e-01 -6.4013e-04  3.2793e-04  8.6506e-05  7.1301e-04
  591.4326  7.8652e-01  1.1283e-03 -8.6925e-04 -9.7557e-04  7.0861e-04
  591.4365  6.5825e-01 -8.7353e-04 -5.3874e-05 -2.6820e-04  6.4919e-04
  591.4401  5.0481e-01  2.7466e-04  4.8349e-05 -6.4342e-04  5.5575e-04
  591.4440  3.9348e-01 -9.7121e-04  1.9337e-04  2.7229e-04  5.1446e-04
  591.4478  3.5276e-01  1.8140e-04  4.8584e-05  9.3724e-04  4.9264e-04
  591.4517  3.5460e-01  6.7304e-04  4.9246e-06  3.5509e-04  4.7413e-04
  591.4553  4.3191e-01  2.4186e-04  5.4056e-04  7.0839e-04  5.3192e-04
  591.4592  5.8993e-01  1.4283e-04  3.9387e-04 -4.5182e-04  6.1130e-04
  591.4630  7.4160e-01  3.5007e-05  8.1279e-04  1.2627e-04  6.6806e-04
  591.4669  8.3812e-01  1.2888e-05  3.8215e-05 -1.1332e-03  7.1357e-04
  591.4705  8.8365e-01  4.5083e-05  8.0311e-04  9.5145e-04  7.5029e-04
  591.4744  9.0327e-01 -7.0104e-05  1.2415e-03  2.7439e-04  7.4561e-04
  591.4781  9.1555e-01 -3.5179e-04 -6.2106e-05  3.1935e-04  7.3743e-04
  591.4821  9.1143e-01 -5.5266e-04  3.1547e-04 -3.8375e-04  7.5893e-04
  591.4857  9.1557e-01  1.6014e-04 -2.8168e-04 -5.4618e-04  7.5787e-04
  591.4896  9.1601e-01  1.1193e-03 -7.4795e-04 -1.8482e-05  7.3418e-04
  591.4933  9.1892e-01  6.8759e-04  8.1494e-05  1.4330e-03  7.6226e-04
  591.4971  9.3220e-01 -1.3806e-03  1.0165e-03 -1.5758e-04  7.6979e-04
  591.5009  9.3675e-01  7.7590e-04  9.2564e-05 -7.9861e-04  7.4320e-04
  591.5048  9.4150e-01  8.2262e-05 -1.4844e-03  1.7534e-04  7.6413e-04
  591.5085  9.4332e-01  1.0117e-03  4.3303e-04  1.6550e-03  7.7204e-04
  591.5123  9.4614e-01 -4.6668e-05  7.2839e-04  1.6752e-04  7.5272e-04
  591.5161  9.4278e-01 -1.2426e-04 -5.9300e-04 -1.0462e-04  7.5457e-04
  591.5200  9.3474e-01  6.8429e-04 -3.1227e-04  9.2979e-04  7.6859e-04
  591.5236  9.1548e-01  1.3820e-04  9.8834e-04  3.8099e-04  7.5075e-04
  591.5275  8.9692e-01  7.8256e-04 -1.9060e-04  3.5558e-04  7.2812e-04
  591.5313  8.9933e-01 -1.0181e-03 -2.7821e-04 -1.8586e-03  7.5506e-04
  591.5352  9.2122e-01  1.2647e-03  3.3466e-04 -1.5603e-03  7.5600e-04
  591.5388  9.3467e-01 -2.6094e-04 -4.0695e-04 -5.5145e-04  7.4107e-04
  591.5427  9.3882e-01  1.9626e-04  8.4410e-04 -4.7387e-04  7.6473e-04
  591.5464  9.4117e-01  1.2570e-04  1.0814e-04  1.0332e-04  7.6935e-04
  591.5502  9.4516e-01 -7.2569e-04 -4.3901e-04 -2.8535e-05  7.4597e-04
  591.5540  9.4630e-01  1.6930e-03 -6.8648e-04  2.2669e-04  7.6295e-04
  591.5579  9.4354e-01 -4.1956e-04 -2.0498e-04  3.8902e-04  7.6955e-04
  591.5615  9.4415e-01  1.6444e-03  1.5012e-04 -4.5433e-04  7.5143e-04
  591.5654  9.4161e-01  8.7994e-05  1.9011e-04 -5.2269e-04  7.5204e-04
  591.5692  9.3255e-01 -2.4680e-05  5.2764e-04  1.5433e-04  7.6729e-04
  591.5731  9.1376e-01  1.4687e-04 -1.4498e-03  2.4835e-05  7.4713e-04
  591.5767  8.7798e-01  1.0534e-03  5.3179e-04 -1.1728e-03  7.1919e-04
  591.5806  8.4766e-01 -7.4587e-04 -3.9890e-04  9.2344e-04  7.3194e-04
  591.5844  8.4292e-01 -1.5655e-03 -3.1312e-04 -1.0693e-04  7.2731e-04
  591.5881  8.4738e-01  4.3626e-04  4.7531e-04 -3.5360e-04  7.0374e-04
  591.5919  8.6332e-01  7.9018e-04  1.0371e-03 -6.3334e-04  7.3468e-04
  591.5958  8.7733e-01  6.4539e-04  9.5007e-04 -1.8724e-03  7.4310e-04
  591.5994  8.9086e-01  5.4341e-04  9.5429e-04 -3.9083e-05  7.2191e-04
  591.6033  9.1560e-01  6.7878e-04 -9.1749e-04  3.0415e-04  7.5006e-04
  591.6071  9.3127e-01 -1.8330e-04 -1.0924e-03 -1.8097e-03  7.6256e-04
  591.6110  9.3944e-01 -1.1384e-03 -1.8616e-04 -1.1678e-03  7.4619e-04
  591.6146  9.3877e-01 -6.1835e-04  3.7984e-04  5.2144e-04  7.5020e-04
  591.6185  9.3180e-01  2.8167e-04 -6.5430e-04  3.0903e-04  7.6310e-04
  591.6223  9.2034e-01  4.0998e-04 -4.8936e-04  1.1253e-03  7.4938e-04
  591.6260  9.0285e-01 -1.4507e-03  1.2696e-03  1.1428e-03  7.2735e-04
  591.6298  8.9456e-01 -3.6601e-04  7.2137e-04 -1.2676e-03  7.4874e-04
  591.6337  8.9747e-01 -5.5182e-05 -2.9859e-04  2.1713e-04  7.4552e-04
  591.6375  9.0418e-01  5.6359e-04  1.4268e-03  9.2386e-04  7.2658e-04
  591.6411  9.0695e-01  5.0613e-04  1.6594e-03 -2.5401e-04  7.4884e-04
  591.6450  8.7737e-01 -1.4866e-03 -4.9636e-04 -3.2765e-04  7.3939e-04
  591.6487  7.7308e-01 -4.8630e-04 -8.5978e-04 -1.1734e-03  6.7433e-04
  591.6525  6.0533e-01 -5.8223e-04 -8.5090e-05  8.4836e-04  6.1174e-04
  591.6563  4.7792e-01  6.7107e-04  8.4780e-04  9.6557e-04  5.6490e-04
  591.6602  5.1675e-01 -8.6278e-04  3.0860e-05 -2.7362e-04  5.5898e-04
  591.6639  6.7439e-01 -2.6042e-04 -1.4914e-04 -4.9668e-04  6.3580e-04
  591.6677  8.2218e-01 -7.8278e-04 -3.1464e-04 -5.2958e-04  7.1316e-04
