***small example from ESPaDOnS LibreEsprit format
  47824 5
  496.2070  9.2507e-01 -1.2945e-03 -3.1402e-05 -6.5413e-04  1.0985e-03
  496.2098  8.9156e-01 -2.9846e-04 -8.8754e-05  8.4796e-04  1.1156e-03
  496.2125  8.2123e-01  2.7949e-05  3.8055e-04  3.9365e-04  1.0638e-03
  496.2153  7.1675e-01 -5.0156e-04  1.1647e-03  1.0448e-03  9.6986e-04
  496.2181  6.3414e-01  2.2992e-04 -1.9687e-03 -1.1631e-03  9.5302e-04
  496.2209  6.5393e-01 -1.2575e-03  2.4361e-03  1.0719e-03  9.6483e-04
  496.2236  7.4357e-01  7.6976e-05  1.3394e-03  9.2485e-05  9.8376e-04
  496.2264  8.3469e-01  1.4008e-03  1.2040e-05 -5.7191e-04  1.0710e-03
  496.2292  8.9099e-01  6.5349e-04  1.5309e-03  1.4854e-03  1.1142e-03
  496.2319  9.2732e-01 -2.7976e-04  1.0958e-03  1.6183e-03  1.1039e-03
  496.2347  9.3543e-01  2.5499e-03 -7.3600e-04 -5.8882e-05  1.1215e-03
  496.2375  9.3391e-01  1.6933e-03  3.2268e-03  1.0080e-03  1.1439e-03
  496.2402  9.2029e-01  8.8689e-05  2.9894e-03  1.8101e-05  1.1156e-03
  496.2430  9.0637e-01 -7.3058e-04 -1.3010e-03 -7.9746e-05  1.0906e-03
  496.2458  8.8800e-01 -1.2249e-03 -1.4529e-04  4.7103e-04  1.1203e-03
  496.2485  8.7462e-01  8.1228e-04 -1.0586e-03  6.0982e-04  1.1008e-03
  496.2513  8.5721e-01 -1.0479e-03 -1.1757e-03 -1.0357e-03  1.0616e-03
  496.2542  8.4363e-01  3.7229e-04  1.8052e-05 -1.4619e-03  1.0907e-03
  496.2568  8.5898e-01 -1.5667e-04 -6.2616e-04  2.5320e-03  1.1013e-03
  496.2596  8.8759e-01 -1.7994e-04 -1.0666e-03  2.4377e-04  1.0769e-03
  496.2625  9.1147e-01  1.4211e-03  1.3694e-03  5.6922e-04  1.1217e-03
  496.2651  9.1875e-01 -1.8866e-03  7.1824e-04 -2.2310e-03  1.1364e-03
  496.2679  9.0626e-01  5.7853e-04 -6.2168e-04  1.7153e-04  1.0966e-03
  496.2708  8.8473e-01  7.2140e-04  2.3858e-03 -2.3705e-05  1.0944e-03
  496.2734  8.5474e-01  9.3105e-04 -5.5670e-04 -1.1036e-03  1.1009e-03
  496.2762  7.9050e-01 -4.2053e-04 -2.3703e-03  2.2567e-04  1.0423e-03
  496.2791  6.7483e-01  5.1145e-04 -3.7791e-04  1.1986e-05  9.4912e-04
  496.2817  5.2718e-01 -1.0123e-03 -4.2986e-04  1.2885e-03  8.8303e-04
  496.2845  4.6057e-01  1.5711e-04  3.3911e-04  2.1798e-04  8.2797e-04
  496.2874  5.2588e-01  2.1336e-03 -1.8418e-03  2.8851e-03  8.4459e-04
  496.2900  6.6949e-01  8.1391e-04  2.3995e-03 -8.8142e-04  9.7676e-04
  496.2928  7.9850e-01 -1.4145e-04  1.3790e-04 -1.0311e-03  1.0562e-03
  496.2956  8.7042e-01 -1.5541e-03  1.5045e-06 -1.3797e-03  1.0688e-03
  496.2983  8.9902e-01  6.7189e-04 -9.7683e-04  3.7133e-05  1.1164e-03
  496.3011  8.9977e-01  1.7939e-03 -1.6706e-03  1.1441e-03  1.1298e-03
  496.3039  8.9424e-01  8.7780e-04 -9.0840e-04  2.7076e-03  1.0947e-03
  496.3066  8.8395e-01 -1.0511e-03  4.7325e-04  9.0698e-04  1.0960e-03
  496.3094  8.9125e-01  8.0058e-04 -1.3747e-03 -8.6006e-04  1.1270e-03
  496.3121  9.0641e-01  3.5665e-04 -7.5405e-04  7.9673e-04  1.1147e-03
  496.3149  9.2147e-01 -1.8324e-03 -4.3512e-04 -5.1050e-04  1.1070e-03
  496.3176  9.2760e-01  1.0170e-03 -6.7707e-05  7.1920e-04  1.1500e-03
  496.3204  9.3488e-01  5.3709e-04 -3.0569e-03 -9.4887e-04  1.1440e-03
  496.3232  9.2929e-01 -4.0380e-04 -4.0716e-04 -1.1484e-03  1.1096e-03
  496.3259  9.1622e-01  4.6456e-04 -9.0062e-04 -2.3388e-04  1.1370e-03
  496.3287  8.9157e-01 -1.8207e-03 -1.2781e-03  2.3586e-03  1.1282e-03
  496.3315  8.6990e-01  5.3989e-04  9.3965e-04 -9.3477e-04  1.0758e-03
  496.3342  8.6004e-01 -4.8394e-04 -2.3462e-04 -9.9007e-04  1.0991e-03
  496.3370  8.7831e-01  4.6359e-04  3.0489e-04  1.3155e-03  1.1196e-03
  496.3398  9.0918e-01 -1.7233e-03  7.0546e-04  6.8355e-04  1.1050e-03
  496.3425  9.3141e-01  1.2068e-04  4.6644e-04  6.7542e-04  1.1292e-03
  496.3453  9.3162e-01  1.2715e-03  2.0240e-03 -1.4882e-05  1.1533e-03
  496.3481  9.1745e-01 -1.2614e-03  1.2981e-03  4.3082e-04  1.1252e-03
  496.3508  9.0261e-01  6.8241e-04 -5.4653e-04 -5.5052e-04  1.0998e-03
  496.3536  8.9647e-01 -2.0182e-03  1.1726e-03 -4.0905e-05  1.1366e-03
  496.3564  9.0818e-01  1.7814e-03 -4.0465e-04  2.0023e-03  1.1311e-03
  496.3591  9.2002e-01 -1.9651e-03 -7.1190e-04 -1.4403e-03  1.1058e-03
  496.3618  9.3498e-01  7.5674e-04  3.3102e-04 -8.4947e-04  1.1535e-03
  496.3646  9.4665e-01 -1.6504e-03  9.1337e-04 -4.7985e-04  1.1653e-03
  496.3674  9.4776e-01 -9.4719e-04 -3.5193e-04  2.8205e-03  1.1225e-03
  496.3701  9.4855e-01 -1.8622e-03 -1.1395e-03 -6.7246e-04  1.1572e-03
  496.3729  9.4234e-01 -3.9589e-03  7.3315e-04  6.5043e-04  1.1621e-03
  496.3757  9.3314e-01  2.6055e-03  2.1898e-04  1.3375e-04  1.1240e-03
  496.3784  9.1913e-01 -3.0306e-04  1.4510e-04 -1.8979e-04  1.1284e-03
  496.3812  9.0694e-01 -1.5153e-03 -1.6318e-03  1.1716e-03  1.1458e-03
  496.3839  9.0980e-01 -9.2912e-04 -1.4305e-04 -7.2653e-04  1.1229e-03
  496.3867  9.2568e-01 -2.5110e-03 -4.9369e-04 -9.5470e-04  1.1167e-03
  496.3895  9.4082e-01  1.1334e-03  1.8827e-04  1.8423e-03  1.1673e-03
  496.3922  9.4724e-01 -3.2704e-04  1.0239e-03 -7.6941e-04  1.1593e-03
  496.3951  9.4094e-01  5.5642e-04  1.3118e-03  8.7041e-04  1.1204e-03
  496.3977  9.2668e-01 -1.2302e-03  4.8222e-04  4.3191e-05  1.1550e-03
  496.4005  9.1531e-01  2.0651e-03  1.4090e-03 -2.5458e-04  1.1507e-03
  496.4034  9.0769e-01  2.2884e-03  5.2130e-04  1.1746e-03  1.1036e-03
  496.4060  9.1558e-01  1.1700e-03 -4.5173e-04  1.3977e-03  1.1403e-03
  496.4088  9.2723e-01 -6.4987e-04  5.6438e-04 -1.1822e-03  1.1586e-03
  496.4115  9.3084e-01 -1.0202e-03  2.9335e-04 -1.5450e-03  1.1262e-03
  496.4143  9.2793e-01 -7.4644e-04 -7.0866e-04  1.8768e-04  1.1366e-03
  496.4171  9.2506e-01 -1.7278e-04  2.3934e-03 -6.8922e-07  1.1618e-03
  496.4198  9.2965e-01  1.1861e-03 -1.2899e-03 -2.1684e-03  1.1386e-03
  496.4225  9.3298e-01  3.0592e-04 -8.7523e-04 -3.0773e-04  1.1268e-03
  496.4254  9.1531e-01 -6.2199e-05 -8.7762e-04  8.4114e-04  1.1528e-03
  496.4281  8.7607e-01 -4.2429e-04 -6.2849e-05  1.0239e-04  1.1238e-03
  496.4308  8.4364e-01  6.8056e-04 -9.4236e-04  7.7072e-04  1.0694e-03
  496.4336  8.1855e-01  2.3237e-04  1.2564e-03  5.4262e-04  1.0913e-03
  496.4363  8.1244e-01 -4.3800e-04  1.4361e-03  1.3725e-03  1.0876e-03
  496.4391  8.1581e-01  1.6442e-03  3.3752e-04  3.6555e-04  1.0545e-03
  496.4419  8.3862e-01  2.1800e-03  7.5921e-05  2.8737e-04  1.1001e-03
  496.4446  8.7644e-01 -1.7653e-03 -6.6243e-04  7.2921e-05  1.1300e-03
  496.4473  9.1115e-01  1.6141e-03  6.5102e-04  2.9399e-03  1.1191e-03
  496.4501  9.3866e-01  1.7944e-03  2.0573e-04 -7.0013e-04  1.1453e-03
  496.4529  9.5010e-01 -2.5306e-03 -8.8068e-04  7.4173e-04  1.1784e-03
  496.4556  9.5419e-01 -1.2732e-03 -1.2177e-03 -4.2828e-05  1.1565e-03
  496.4584  9.5161e-01 -1.1687e-03  2.7331e-04 -1.3294e-03  1.1399e-03
  496.4612  9.4372e-01 -4.9571e-04 -1.3727e-03 -1.3078e-03  1.1751e-03
  496.4639  9.4048e-01  8.3558e-04  3.9929e-04  1.4807e-03  1.1618e-03
  496.4666  9.3093e-01 -1.4075e-03 -2.7352e-04  1.3546e-03  1.1233e-03
  496.4695  9.0804e-01 -6.8057e-04 -5.5913e-05  9.1351e-05  1.1459e-03
  496.4722  8.7664e-01 -3.7274e-04 -8.4992e-04 -5.5341e-04  1.1347e-03
  496.4749  8.6375e-01 -9.2775e-04  3.4702e-04 -2.3328e-04  1.0876e-03
  496.4778  8.7846e-01  2.4609e-05  1.9716e-03 -2.5403e-03  1.1273e-03
  496.4804  9.0787e-01 -1.2942e-03  1.6427e-03 -2.2131e-03  1.1516e-03
  496.4832  9.2676e-01 -9.3360e-04 -1.6497e-04 -1.9462e-04  1.1304e-03
  496.4859  9.3446e-01 -7.4160e-04 -9.6628e-04 -1.2801e-03  1.1477e-03
  496.4887  9.2240e-01  7.2115e-04 -1.2399e-04 -1.0824e-03  1.1632e-03
  496.4914  8.8200e-01 -2.2672e-04 -1.4954e-03 -5.2795e-04  1.1210e-03
  496.4942  8.1223e-01 -5.1231e-04 -1.2637e-03 -5.0565e-04  1.0575e-03
  496.4969  7.2982e-01  2.7395e-04 -6.2660e-04  9.7424e-04  1.0497e-03
  496.4997  7.1574e-01  6.9830e-05  4.5712e-04 -5.7018e-04  1.0268e-03
  496.5025  7.7152e-01 -7.5878e-07  1.1990e-03 -1.3694e-03  1.0309e-03
  496.5052  8.4445e-01  1.6097e-03 -2.0298e-03  1.1506e-03  1.1138e-03
  496.5080  8.7682e-01 -4.0368e-04  1.3292e-03  1.4124e-03  1.1339e-03
  496.5107  8.3691e-01 -5.1461e-04  9.1202e-04  6.1347e-04  1.0726e-03
  496.5135  7.1600e-01 -9.4814e-04  8.9279e-04  1.3210e-03  1.0181e-03
  496.5162  5.3090e-01  7.9288e-05 -1.1220e-04 -1.0505e-03  9.0395e-04
  496.5190  4.0350e-01 -7.3945e-05  9.6337e-04  8.0926e-04  7.7684e-04
  496.5217  4.1857e-01  6.9201e-04 -3.7448e-04 -1.3621e-03  8.0001e-04
  496.5245  5.7466e-01  4.5913e-04  5.9845e-04  2.9397e-04  9.2888e-04
  496.5273  7.3660e-01  2.6706e-04  6.1060e-04 -3.5154e-04  1.0226e-03
  496.5300  8.3706e-01  3.0518e-04  2.7482e-04 -2.7363e-03  1.0783e-03
  496.5327  8.7836e-01 -3.8408e-04 -1.0665e-03 -1.5323e-03  1.1421e-03
  496.5356  8.6975e-01 -7.0460e-04  1.6720e-03 -1.3424e-03  1.1280e-03
  496.5382  8.2300e-01 -3.0376e-04  4.4834e-05  1.5413e-03  1.0655e-03
  496.5410  7.5619e-01 -1.3500e-03  1.1648e-03  1.8074e-04  1.0641e-03
  496.5439  7.1310e-01  1.3119e-03  1.4705e-03 -5.4904e-04  1.0406e-03
  496.5465  7.4444e-01  5.6988e-04 -1.0953e-04  5.0873e-04  1.0181e-03
  496.5492  8.0656e-01 -1.6936e-04 -2.8227e-04  6.3937e-04  1.0886e-03
  496.5520  8.5298e-01  7.6403e-04  2.4387e-04  3.2282e-03  1.1247e-03
  496.5547  8.7152e-01  7.6170e-04  6.6073e-04 -6.6160e-04  1.1062e-03
  496.5575  8.8630e-01  5.5725e-04  1.1557e-04  9.7877e-04  1.1260e-03
  496.5602  8.9006e-01 -1.6201e-03 -5.4653e-04  5.2067e-04  1.1553e-03
  496.5630  9.0003e-01 -2.9663e-04  1.3013e-04  1.8032e-04  1.1373e-03
  496.5658  9.0803e-01 -8.7449e-04 -4.8659e-05 -1.8146e-04  1.1264e-03
  496.5685  9.1639e-01  2.7886e-04  8.5789e-04 -1.4660e-04  1.1707e-03
  496.5714  9.2114e-01 -3.6773e-04  1.9946e-03 -2.0679e-03  1.1646e-03
  496.5740  9.2254e-01  1.4058e-03  1.4383e-04  6.9639e-04  1.1314e-03
  496.5768  9.2175e-01 -3.1448e-04  7.5218e-04 -9.0871e-04  1.1689e-03
  496.5795  9.2152e-01 -1.4434e-04 -1.1868e-03  1.6067e-03  1.1704e-03
  496.5822  9.2327e-01 -1.0531e-03 -1.1221e-03 -4.6062e-04  1.1330e-03
  496.5851  9.2536e-01  9.5184e-04 -1.0389e-03  2.1142e-04  1.1664e-03
  496.5877  9.2976e-01 -1.4099e-03 -1.4121e-03 -2.5491e-03  1.1797e-03
  496.5905  9.3095e-01 -5.1855e-04  1.1825e-03  2.0523e-03  1.1462e-03
  496.5932  9.2764e-01 -7.2220e-04 -1.2719e-04 -6.3850e-04  1.1528e-03
  496.5960  9.0903e-01  4.7888e-04  8.5333e-04  1.7750e-03  1.1672e-03
  496.5987  8.7683e-01  2.7964e-03 -4.5927e-04  1.2968e-03  1.1281e-03
  496.6015  8.1802e-01  1.5454e-03  9.3555e-05 -2.3586e-04  1.0730e-03
  496.6042  7.3768e-01  2.9843e-04  1.1287e-03 -5.1929e-04  1.0587e-03
  496.6070  6.5078e-01  1.6323e-03 -6.9744e-04 -8.6248e-04  9.9213e-04
  496.6097  5.8038e-01 -1.0856e-03 -2.4009e-04 -6.0083e-04  9.1327e-04
  496.6125  5.4450e-01  4.1511e-04 -4.4742e-04  4.9489e-05  9.2160e-04
  496.6152  5.7194e-01  5.3169e-04 -1.1747e-03  1.3508e-03  9.4146e-04
  496.6180  6.2792e-01  1.6665e-03  1.0856e-04 -7.5881e-04  9.4617e-04
  496.6207  6.5429e-01  1.9575e-04 -5.1860e-04 -2.8900e-03  9.9280e-04
  496.6235  6.2322e-01  4.3142e-04 -1.0813e-03 -9.4420e-04  9.7924e-04
  496.6263  5.3892e-01  1.2107e-03  1.7378e-05 -1.7960e-03  8.9126e-04
  496.6290  4.2298e-01  4.4309e-04 -4.0269e-04 -2.5470e-04  8.0000e-04
  496.6317  3.0116e-01 -3.8865e-04  4.9517e-05  2.2326e-03  7.1097e-04
  496.6346  2.2211e-01  5.1970e-04  2.0984e-04  4.2132e-05  6.1646e-04
  496.6372  2.1300e-01  1.3150e-04  2.2407e-04  6.8977e-04  5.9527e-04
  496.6400  2.7979e-01  1.2354e-04  8.7876e-05 -7.8980e-04  6.9118e-04
  496.6427  4.0170e-01 -8.5628e-04  4.1661e-04 -1.0889e-03  7.8494e-04
  496.6454  5.2022e-01  2.1591e-04 -7.7148e-04  4.2675e-04  8.6778e-04
  496.6482  6.1375e-01  1.0023e-03  1.1370e-03 -1.6148e-03  9.7243e-04
  496.6509  6.6545e-01 -6.8813e-04  1.3120e-03 -3.0212e-04  1.0103e-03
  496.6537  6.8982e-01 -8.4676e-04 -9.9280e-04 -5.5972e-04  9.9275e-04
  496.6564  7.2378e-01  4.3335e-04  1.1546e-03 -1.0412e-03  1.0467e-03
  496.6592  7.7815e-01 -1.9537e-03  4.3657e-04  5.3381e-04  1.0890e-03
  496.6619  8.3201e-01  8.0721e-04 -4.5446e-04 -1.8973e-03  1.0914e-03
  496.6647  8.7241e-01  1.3205e-03 -8.2779e-04 -7.4894e-04  1.1297e-03
  496.6674  8.9486e-01 -7.5983e-04  5.0131e-04  9.8529e-04  1.1680e-03
  496.6702  9.0625e-01  3.2091e-04 -1.6690e-03 -1.2820e-04  1.1511e-03
  496.6729  9.1473e-01  1.0757e-03 -1.0636e-03 -1.6825e-03  1.1417e-03
  496.6756  9.1629e-01  2.0188e-03  1.7240e-03 -4.6150e-06  1.1796e-03
  496.6784  9.0981e-01 -1.7024e-03 -1.5232e-03 -1.6892e-03  1.1669e-03
  496.6812  8.8328e-01  2.8899e-04 -9.1332e-04 -2.4959e-04  1.1169e-03
  496.6839  8.6649e-01 -3.0322e-04  1.0507e-03 -2.1542e-03  1.1476e-03
  496.6866  8.6442e-01 -2.3168e-03 -1.0621e-03 -6.0167e-04  1.1473e-03
  496.6895  8.8250e-01  3.3663e-05  1.9549e-03 -1.0284e-05  1.1194e-03
  496.6921  9.0486e-01 -1.2714e-04 -4.0630e-04 -2.6654e-04  1.1646e-03
  496.6949  9.1360e-01 -1.9014e-03  6.2504e-04 -1.0359e-03  1.1799e-03
  496.6976  9.0574e-01 -1.2563e-03 -1.4875e-03 -1.0725e-03  1.1434e-03
  496.7003  8.8710e-01 -2.1234e-04  1.5928e-03  2.1605e-04  1.1410e-03
  496.7031  8.7292e-01  5.9227e-04  1.0459e-03 -1.7218e-03  1.1604e-03
  496.7058  8.6111e-01  5.2654e-04  1.9091e-03 -5.1483e-05  1.1297e-03
  496.7086  8.7165e-01 -2.3765e-03  5.9027e-04 -8.6457e-04  1.1199e-03
  496.7113  8.9364e-01  1.2473e-03  4.2256e-04 -7.9377e-04  1.1752e-03
  496.7141  9.2086e-01  6.6860e-04  3.1078e-04 -8.3662e-04  1.1764e-03
  496.7168  9.3087e-01  3.0505e-03 -9.7121e-04 -7.0491e-04  1.1501e-03
  496.7196  9.3731e-01  6.3345e-04 -4.0674e-05 -1.2721e-03  1.1919e-03
  496.7224  9.3492e-01  3.9326e-04  1.6763e-03  1.5994e-03  1.1964e-03
  496.7250  9.3973e-01 -1.3537e-03 -3.4754e-04 -6.7170e-04  1.1567e-03
  496.7278  9.4342e-01  3.3980e-04 -2.6901e-04 -8.4604e-04  1.1924e-03
  496.7305  9.4449e-01  9.0876e-04 -3.3238e-04  1.3978e-03  1.2027e-03
  496.7333  9.4750e-01  1.5826e-03  8.3899e-04  4.0436e-04  1.1692e-03
  496.7361  9.4346e-01  1.2841e-03 -5.5204e-04 -6.1766e-04  1.1805e-03
  496.7387  9.3898e-01 -2.8804e-03  7.4149e-04 -6.9336e-04  1.2033e-03
  496.7415  9.2959e-01  1.2343e-04 -5.8431e-04  7.5852e-04  1.1760e-03
  496.7442  9.2436e-01  7.2972e-04 -3.5970e-04 -7.5874e-05  1.1535e-03
  496.7470  9.1467e-01 -2.2192e-04 -2.0140e-03  1.3741e-03  1.1912e-03
  496.7497  8.9657e-01 -2.4143e-03  4.7292e-05 -1.8430e-04  1.1690e-03
  496.7524  8.7213e-01  6.7500e-04  1.4095e-03  2.3807e-04  1.1181e-03
  496.7552  8.4937e-01 -2.9555e-03  2.3858e-03  1.5506e-03  1.1460e-03
  496.7579  8.4679e-01  6.1457e-04 -1.4136e-03 -8.4053e-04  1.1467e-03
  496.7607  8.4875e-01 -1.7028e-03  5.9204e-04 -1.1178e-03  1.1069e-03
  496.7634  8.4794e-01 -5.4253e-04  2.4024e-03 -5.5245e-05  1.1380e-03
  496.7661  8.5723e-01 -4.9279e-04  1.7609e-04  2.1226e-03  1.1548e-03
  496.7690  8.7445e-01  1.5269e-04 -2.1837e-03 -6.3806e-04  1.1299e-03
  496.7716  8.7734e-01 -5.8998e-04  9.4231e-04  1.3644e-03  1.1436e-03
  496.7744  8.5207e-01 -2.7841e-04 -1.8148e-04 -6.3895e-05  1.1553e-03
  496.7771  8.1330e-01  4.8884e-04 -1.4528e-03 -5.9318e-04  1.1090e-03
  496.7798  8.0045e-01 -2.2106e-04  7.4983e-04 -5.5254e-04  1.0850e-03
  496.7827  8.2236e-01 -1.2619e-03  1.9950e-04 -1.2052e-04  1.1359e-03
  496.7853  8.6078e-01  1.1195e-03 -1.9945e-04 -1.1355e-03  1.1488e-03
  496.7880  8.8884e-01  3.1310e-04  5.1132e-04 -4.6179e-04  1.1336e-03
  496.7908  8.9330e-01  7.8476e-05 -9.2641e-04 -8.0518e-04  1.1761e-03
  496.7935  8.8552e-01 -1.2371e-04  2.5317e-04  1.0694e-03  1.1727e-03
  496.7963  8.7445e-01 -1.1987e-03  8.8313e-04 -2.2269e-04  1.1265e-03
  496.7990  8.5479e-01 -7.3373e-05 -8.8147e-04  9.5418e-04  1.1461e-03
  496.8017  8.1538e-01 -3.2996e-04  7.8239e-05  7.3010e-04  1.1321e-03
  496.8045  7.5398e-01  8.3888e-04 -4.0241e-04 -5.2613e-04  1.0610e-03
  496.8073  6.7563e-01 -1.0007e-04 -3.1724e-04 -1.0248e-04  1.0123e-03
  496.8100  5.7609e-01 -1.3947e-03 -3.4384e-04 -1.8786e-03  9.6192e-04
  496.8127  4.4917e-01 -1.3823e-03  1.6050e-03 -5.6692e-04  8.4886e-04
  496.8154  3.5117e-01  8.6683e-04  7.3963e-04  6.3918e-04  7.4713e-04
  496.8182  3.4145e-01  1.4625e-03  2.3736e-04  1.1974e-03  7.7379e-04
  496.8210  4.4816e-01 -2.7837e-04  4.5005e-04 -3.6397e-04  8.4134e-04
  496.8236  5.9819e-01 -3.0065e-04 -1.3244e-03 -7.9019e-04  9.4254e-04
  496.8264  7.2969e-01  5.0769e-04  1.0711e-04  7.2071e-04  1.0686e-03
  496.8291  8.1045e-01  3.9616e-04  8.0775e-04  3.6272e-04  1.1277e-03
  496.8318  8.5673e-01  9.7887e-04  4.6133e-04 -7.7226e-04  1.1206e-03
  496.8346  8.9080e-01  1.2910e-03  2.3712e-04 -2.3735e-04  1.1739e-03
  496.8373  9.1055e-01 -9.4841e-04  8.8889e-04  1.6330e-03  1.1970e-03
  496.8400  9.2575e-01  1.6529e-04 -2.4603e-03 -1.8152e-03  1.1706e-03
  496.8428  9.3634e-01 -1.0058e-03  2.5041e-04  1.4596e-03  1.1908e-03
  496.8456  9.3667e-01 -4.5490e-04  1.0435e-03 -1.6187e-03  1.2151e-03
  496.8483  9.3555e-01 -2.6099e-04  1.0418e-03  9.5157e-04  1.1922e-03
  496.8510  9.2923e-01 -5.2727e-04 -3.0844e-03 -1.1770e-05  1.1715e-03
  496.8539  9.2322e-01  1.7973e-03 -2.8170e-03 -1.4348e-03  1.2144e-03
  496.8565  9.0727e-01 -5.2653e-04 -7.0206e-04 -2.0783e-03  1.1898e-03
  496.8593  8.5910e-01 -1.3293e-03  8.3937e-04  4.4005e-04  1.1230e-03
  496.8619  7.8016e-01 -2.6204e-05  2.7156e-05  2.4667e-03  1.1122e-03
  496.8647  6.9804e-01  1.7453e-03 -9.5083e-04  5.8944e-04  1.0679e-03
  496.8674  6.7448e-01  3.5737e-04 -1.1596e-04 -1.2665e-03  1.0061e-03
  496.8701  7.0883e-01  1.1507e-03  8.0941e-05  2.8343e-04  1.0608e-03
  496.8729  7.4529e-01  2.3624e-03 -1.7771e-03 -1.4915e-03  1.0928e-03
  496.8756  7.3524e-01  7.6060e-04 -4.5500e-04 -1.0732e-03  1.0558e-03
  496.8783  6.8126e-01  1.6332e-03 -4.0889e-04 -1.1492e-03  1.0262e-03
  496.8811  5.8364e-01  1.0491e-03 -2.0324e-03 -6.2588e-04  9.8134e-04
  496.8839  5.0022e-01  9.2629e-04 -3.6358e-04 -6.7700e-04  8.9817e-04
  496.8866  4.8305e-01 -4.2242e-05 -7.3840e-04 -2.7491e-04  8.7064e-04
  496.8893  5.2127e-01 -5.0653e-04 -1.5052e-03 -6.4572e-04  9.2805e-04
  496.8920  5.2228e-01  2.1228e-03 -2.1745e-03  1.5632e-04  9.2284e-04
  496.8947  4.7553e-01  2.9542e-04  8.8868e-04 -8.4154e-05  8.5922e-04
  496.8976  4.5884e-01 -2.3929e-04  4.6820e-04  1.7696e-04  8.8569e-04
  496.9002  5.5836e-01 -7.2675e-04 -5.7934e-04  6.7365e-04  9.4967e-04
  496.9030  7.0433e-01 -5.0384e-04  7.6860e-04 -1.1192e-03  1.0247e-03
  496.9057  8.1692e-01 -3.2876e-04  2.1818e-04  8.7955e-04  1.1351e-03
  496.9084  8.7320e-01  7.3943e-04  1.5692e-03 -7.9736e-04  1.1804e-03
  496.9111  8.9301e-01  2.8227e-03  9.6790e-04 -2.5903e-04  1.1620e-03
  496.9139  8.9886e-01  4.3611e-04  9.6125e-04  3.5464e-04  1.1740e-03
  496.9166  9.0838e-01 -3.9615e-04 -1.1328e-03  1.9522e-03  1.2092e-03
  496.9193  9.2462e-01  2.2450e-03  7.6668e-04  2.5985e-03  1.1954e-03
  496.9220  9.3503e-01  4.2566e-04 -3.6686e-04  5.3834e-04  1.1839e-03
  496.9248  9.4283e-01 -3.1742e-04 -1.8512e-04 -6.2330e-04  1.2316e-03
  496.9276  9.5103e-01 -1.7023e-03 -3.1038e-03  8.0115e-04  1.2237e-03
  496.9303  9.4716e-01 -2.3010e-03  2.4583e-03  3.2404e-05  1.1879e-03
  496.9330  9.5032e-01 -1.3327e-04 -1.9970e-03 -7.6006e-04  1.2296e-03
  496.9357  9.4591e-01 -8.9600e-04  2.0488e-03 -1.5377e-03  1.2331e-03
  496.9384  9.3878e-01  2.0181e-03  3.7097e-05  1.1962e-03  1.1851e-03
  496.9413  9.2042e-01 -1.8097e-03 -1.4177e-03 -2.3747e-04  1.2067e-03
  496.9439  9.1120e-01 -1.0408e-03  6.1445e-04  2.0234e-03  1.2144e-03
  496.9466  9.1745e-01 -2.1994e-03  2.1741e-03  6.5452e-05  1.1800e-03
  496.9494  9.3253e-01 -1.7065e-03  1.4433e-03 -6.6881e-04  1.2031e-03
  496.9521  9.4097e-01 -8.1241e-04  2.0153e-03  2.5262e-03  1.2337e-03
  496.9548  9.4329e-01  1.2491e-04 -3.1777e-04 -7.0108e-04  1.2120e-03
  496.9576  9.3556e-01 -1.3951e-03  2.1238e-03 -1.5301e-03  1.1893e-03
  496.9603  9.2554e-01  1.3829e-03  9.7524e-05  1.0441e-03  1.2284e-03
  496.9630  9.1188e-01 -1.6828e-04  1.0038e-04 -2.3294e-03  1.2048e-03
  496.9659  9.0017e-01 -1.8324e-04 -7.3129e-04 -1.2776e-03  1.1623e-03
  496.9685  8.8770e-01  1.9183e-03 -2.9021e-04 -1.5698e-03  1.1992e-03
  496.9713  8.9243e-01 -1.1306e-03  2.1255e-03 -8.4766e-04  1.2055e-03
  496.9739  9.0880e-01  1.7693e-04 -3.3478e-04  1.3498e-03  1.1703e-03
  496.9767  9.3112e-01 -4.9192e-04  2.1832e-03  9.4657e-04  1.2193e-03
  496.9794  9.4859e-01 -4.2888e-04 -2.2475e-03  2.2516e-03  1.2404e-03
  496.9821  9.5006e-01  8.1797e-04 -9.0215e-04 -6.9247e-04  1.2053e-03
  496.9849  9.4828e-01  3.5691e-04 -1.8059e-05 -6.9420e-04  1.2157e-03
  496.9876  9.4055e-01 -4.3883e-03  5.6755e-04  9.6259e-04  1.2390e-03
  496.9903  9.3615e-01  1.7305e-03  1.7439e-03  7.1384e-04  1.2099e-03
  496.9930  9.3119e-01  4.2640e-04  4.5119e-04  8.6954e-04  1.1921e-03
  496.9957  9.1968e-01 -1.6665e-04 -1.3351e-03  8.8357e-05  1.2249e-03
  496.9985  9.0750e-01  5.2595e-04  2.7748e-05 -3.5460e-04  1.2074e-03
  497.0013  8.9290e-01  4.5475e-04  8.0987e-04 -7.9279e-04  1.1618e-03
  497.0039  8.7104e-01 -1.8707e-03 -7.9436e-06 -6.7359e-04  1.1903e-03
  497.0067  8.3291e-01  1.4488e-03  1.3452e-04 -2.2836e-04  1.1672e-03
  497.0094  7.5413e-01  9.5464e-04  1.6596e-04  2.9969e-04  1.0759e-03
  497.0121  6.3014e-01 -1.3690e-03 -6.8771e-04 -1.0741e-03  1.0109e-03
